area_code,gss_code
mz_269,E07000113
mz_270,E07000113
mz_273,E07000113
mz_272,E07000113
mz_271,E07000113
mz_265,E07000114
mz_263,E07000114
mz_264,E07000114
mz_343,E07000115
mz_342,E07000115
mz_253,E07000115
mz_372,E07000115
mz_250,E07000115
mz_341,E07000115
mz_371,E07000115
mz_252,E07000115
mz_243,E07000116
mz_369,E07000116
mz_275,E07000116
mz_370,E07000116
mz_274,E07000116
mz_312,E07000117
mz_312,E07000118
mz_312,E07000119
mz_312,E07000120
mz_312,E07000121
mz_312,E07000122
mz_312,E07000123
mz_312,E07000124
mz_312,E07000125
mz_312,E07000126
mz_312,E07000127
mz_312,E07000128
mz_307,E07000129
mz_307,E07000130
mz_307,E07000131
mz_307,E07000132
mz_307,E07000133
mz_307,E07000134
mz_307,E07000135
mz_277,E07000136
mz_277,E07000137
mz_277,E07000138
mz_277,E07000139
mz_277,E07000140
mz_277,E07000141
mz_277,E07000142
mz_296,E07000143
mz_298,E07000144
mz_295,E07000144
mz_1722,E07000145
mz_281,E07000146
mz_280,E07000146
mz_1719,E07000146
mz_1718,E07000146
mz_297,E07000147
mz_295,E07000148
mz_299,E07000149
mz_309,E06000061
mz_308,E06000062
mz_309,E06000062
mz_308,E06000061
mz_279,E06000057
mz_278,E06000065
mz_310,E07000170
mz_305,E07000171
mz_310,E07000172
mz_310,E07000173
mz_310,E07000174
mz_305,E07000175
mz_310,E07000175
mz_310,E07000176
mz_148,E07000177
mz_415,E07000178
mz_163,E07000179
mz_418,E07000179
mz_417,E07000179
mz_162,E07000179
mz_386,E07000179
mz_164,E07000179
mz_416,E07000179
mz_152,E07000180
mz_151,E07000181
mz_318,E06000051
mz_328,E06000066
mz_329,E06000066
mz_317,E07000192
mz_317,E07000193
mz_306,E07000193
mz_317,E07000194
mz_317,E07000195
mz_317,E07000196
mz_317,E07000197
mz_317,E07000198
mz_317,E07000199
mz_301,E07000200
mz_303,E07000245
mz_300,E07000202
mz_302,E07000203
mz_380,E07000245
mz_379,E07000245
mz_1720,E07000244
mz_1721,E07000244
mz_567,E07000207
mz_1339,E07000207
mz_568,E07000207
mz_564,E07000207
mz_560,E07000207
mz_566,E07000207
mz_565,E07000207
mz_1263,E07000207
mz_1264,E07000207
mz_561,E07000207
mz_557,E07000207
mz_563,E07000207
mz_559,E07000207
mz_558,E07000207
mz_562,E07000207
mz_552,E07000208
mz_554,E07000208
mz_553,E07000208
mz_1261,E07000208
mz_556,E07000208
mz_1262,E07000208
mz_555,E07000208
mz_730,E07000209
mz_1704,E07000209
mz_731,E07000209
mz_729,E07000209
mz_1338,E07000209
mz_1703,E07000209
mz_1710,E07000209
mz_91,E07000209
mz_574,E07000210
mz_725,E07000210
mz_30,E07000210
mz_89,E07000210
mz_90,E07000210
mz_31,E07000210
mz_571,E07000211
mz_572,E07000211
mz_573,E07000211
mz_29,E07000211
mz_27,E07000211
mz_88,E07000211
mz_569,E07000211
mz_28,E07000211
mz_570,E07000211
mz_1283,E07000211
mz_1284,E07000211
mz_1481,E07000212
mz_1482,E07000212
mz_624,E07000212
mz_732,E07000212
mz_623,E07000212
mz_733,E07000212
mz_626,E07000212
mz_32,E07000212
mz_1347,E07000213
mz_1346,E07000213
mz_1269,E07000213
mz_1267,E07000213
mz_1265,E07000213
mz_1514,E07000213
mz_1320,E07000213
mz_622,E07000213
mz_1515,E07000213
mz_1268,E07000213
mz_1266,E07000213
mz_175,E07000214
mz_333,E07000214
mz_174,E07000214
mz_87,E07000215
mz_86,E07000215
mz_102,E07000215
mz_85,E07000215
mz_26,E07000215
mz_1484,E07000215
mz_25,E07000215
mz_1483,E07000215
mz_550,E07000215
mz_204,E07000216
mz_205,E07000216
mz_206,E07000216
mz_193,E07000216
mz_1729,E07000216
mz_207,E07000216
mz_727,E07000217
mz_575,E07000217
mz_726,E07000217
mz_728,E07000217
mz_734,E07000217
mz_315,E07000218
mz_315,E07000219
mz_315,E07000220
mz_315,E07000221
mz_315,E07000222
mz_220,E07000223
mz_219,E07000223
mz_209,E07000224
mz_214,E07000224
mz_213,E07000224
mz_210,E07000224
mz_212,E07000224
mz_211,E07000224
mz_201,E07000225
mz_202,E07000225
mz_203,E07000225
mz_200,E07000225
mz_215,E07000225
mz_344,E07000226
mz_218,E07000227
mz_217,E07000227
mz_332,E07000227
mz_216,E07000227
mz_345,E07000227
mz_199,E07000228
mz_194,E07000228
mz_222,E07000228
mz_346,E07000228
mz_223,E07000228
mz_221,E07000228
mz_195,E07000229
mz_327,E06000054
mz_326,E06000054
mz_322,E06000054
mz_323,E06000054
mz_311,E07000234
mz_311,E07000235
mz_311,E07000236
mz_311,E07000237
mz_311,E07000238
mz_311,E07000239
mz_990,E09000023
mz_3,E07000215
mz_1499,E09000030
mz_877,E09000030
mz_743,E09000030
mz_1489,E09000013
mz_1688,E09000028
mz_1430,E09000032
mz_906,E09000032
mz_1197,E09000010
mz_1584,E09000022
mz_980,E09000023
mz_1640,E09000019
mz_961,E09000025
mz_1051,E09000002
mz_1462,E09000033
mz_787,E09000011
mz_977,E09000011
mz_688,E09000016
mz_1291,E09000022
mz_1289,E09000028
mz_1288,E09000028
mz_1495,E09000005
mz_638,E09000005
mz_1323,E09000009
mz_1694,E09000018
mz_748,E09000008
mz_979,E09000011
mz_978,E09000011
mz_1698,E09000011
mz_1530,E09000025
mz_1392,E09000025
mz_962,E09000025
mz_880,E09000023
mz_1053,E09000002
mz_715,E09000031
mz_1497,E09000031
mz_591,E09000017
mz_1337,E07000107
mz_807,E09000013
mz_443,E09000032
mz_1429,E09000032
mz_56,E07000102
mz_1363,E09000030
mz_861,E09000030
mz_868,E09000030
mz_1543,E09000030
mz_1538,E09000030
mz_1547,E09000030
mz_1546,E09000030
mz_314,W06000001
mz_314,W06000002
mz_314,W06000003
mz_314,W06000004
mz_314,W06000005
mz_314,W06000006
mz_319,W06000023
mz_319,W06000008
mz_319,W06000009
mz_319,W06000010
mz_319,W06000011
mz_319,W06000012
mz_319,W06000013
mz_319,W06000014
mz_319,W06000016
mz_319,W06000024
mz_319,W06000018
mz_319,W06000019
mz_319,W06000020
mz_319,W06000021
mz_319,W06000022
mz_319,W06000015
mz_320,E06000053
mz_1052,E09000002
mz_491,E09000006
mz_1689,E09000007
mz_747,E09000007
mz_1442,E09000009
mz_662,E09000010
mz_785,E09000011
mz_784,E09000011
mz_462,E09000012
mz_811,E09000013
mz_816,E09000014
mz_599,E09000017
mz_822,E09000019
mz_838,E09000020
mz_1252,E09000021
mz_1405,E09000023
mz_882,E09000023
mz_1407,E09000023
mz_1002,E09000024
mz_967,E09000025
mz_778,E09000028
mz_863,E09000030
mz_460,E09000030
mz_1014,E09000031
mz_922,E09000032
mz_1432,E09000033
mz_1565,E09000033
mz_720,E07000072
mz_56,E07000096
mz_7,E07000240
mz_2,E07000111
mz_1350,E09000025
mz_1393,E09000026
mz_1687,E09000033
mz_1672,E09000028
mz_1682,E09000028
mz_1183,E09000003
mz_1522,E09000011
mz_960,E09000025
mz_752,E09000025
mz_1527,E09000002
mz_1358,E09000012
mz_92,E09000016
mz_1055,E09000002
mz_1531,E09000032
mz_954,E09000025
mz_953,E09000025
mz_551,E07000215
mz_1475,E09000003
mz_16,E07000072
mz_94,E09000016
mz_625,E07000212
mz_1705,E07000209
mz_783,E09000011
mz_8,E07000240
mz_628,E06000060
mz_685,E09000016
mz_1556,E09000030
mz_1573,E09000033
mz_1336,E07000107
mz_612,E09000009
mz_1598,E09000007
mz_1428,E09000032
mz_726,E07000209
mz_1342,E09000017
mz_1020,E09000031
mz_541,E09000024
mz_1673,E09000028
mz_30,E07000211
mz_751,E09000025
mz_744,E09000007
mz_4,E06000060
mz_1516,E09000003
mz_1056,E09000002
mz_1702,E06000039
mz_37,E06000040
mz_1587,E09000022
mz_535,E09000021
mz_1302,E09000013
mz_839,E09000020
mz_1236,E09000016
mz_1540,E09000030
mz_1005,E09000020
mz_1560,E09000030
mz_1200,E09000014
mz_1523,E09000011
mz_1589,E09000022
mz_431,E09000030
mz_1658,E09000033
mz_95,E09000016
mz_1696,E09000018
mz_1602,E09000007
mz_429,E09000019
mz_1600,E09000007
mz_9,E07000240
mz_1351,E09000025
mz_970,E09000011
mz_1669,E09000028
mz_483,E09000006
mz_1670,E09000028
mz_1686,E09000033
mz_1578,E09000007
mz_1532,E09000032
mz_753,E09000025
mz_1639,E09000019
mz_755,E09000033
mz_1174,E09000003
mz_1701,E06000039
mz_14,E07000072
mz_1521,E09000023
mz_1465,E09000003
mz_1685,E09000012
mz_1580,E09000033
mz_505,E07000107
mz_750,E09000033
mz_15,E07000072
mz_1314,E09000008
mz_428,E09000007
mz_1567,E09000019
mz_1496,E09000005
mz_1597,E09000007
mz_1655,E09000033
mz_1599,E09000007
mz_1593,E09000033
mz_1328,E09000022
mz_1182,E09000003
mz_1577,E09000028
mz_430,E09000030
mz_1671,E09000028
mz_486,E09000006
mz_676,E07000098
mz_1569,E09000033
mz_1595,E09000033
mz_1638,E09000019
mz_671,E07000102
mz_1319,E09000016
mz_1310,E09000017
mz_33,E06000040
mz_759,E09000033
mz_1674,E09000007
mz_1313,E09000008
mz_1528,E09000002
mz_1690,E09000007
mz_1637,E09000019
mz_1592,E09000033
mz_1591,E09000033
mz_1526,E09000002
mz_1641,E09000019
mz_1579,E09000007
mz_1683,E09000012
mz_1570,E09000033
mz_1664,E09000033
mz_1590,E09000022
mz_1667,E09000033
mz_1574,E09000033
mz_1563,E09000001
mz_1708,E07000241
mz_1665,E09000033
mz_427,E09000007
mz_1663,E09000033
mz_1660,E09000033
mz_1564,E09000001
mz_518,E09000008
mz_1594,E09000033
mz_1566,E09000019
mz_1541,E09000030
mz_1571,E09000033
mz_1525,E09000025
mz_1691,E09000007
mz_11,E07000072
mz_1700,E06000039
mz_1652,E09000033
mz_1596,E09000033
mz_1553,E09000030
mz_1659,E09000033
mz_1712,E09000007
mz_1675,E09000007
mz_1615,E09000001
mz_1662,E09000033
mz_1549,E09000030
mz_1628,E09000001
mz_1601,E09000007
mz_1676,E09000007
mz_1656,E09000033
mz_1661,E09000033
mz_1657,E09000033
mz_1633,E09000001
mz_610,E09000017
mz_1636,E09000019
mz_1548,E09000030
mz_1666,E09000033
mz_1616,E09000001
mz_1728,E07000209
mz_61,E07000096
mz_1613,E09000001
mz_17,E07000072
mz_1630,E09000001
mz_1668,E09000033
mz_1654,E09000033
mz_1684,E09000012
mz_1341,E09000017
mz_1643,E09000033
mz_1551,E09000030
mz_1695,E09000018
mz_1707,E07000098
mz_1610,E09000001
mz_1609,E09000001
mz_1550,E09000030
mz_1555,E09000030
mz_1552,E09000030
mz_1645,E09000033
mz_1678,E09000019
mz_1651,E09000033
mz_1650,E09000033
mz_1649,E09000033
mz_1344,E09000017
mz_1646,E09000033
mz_1692,E09000007
mz_1644,E09000033
mz_609,E09000017
mz_1605,E09000001
mz_1561,E09000001
mz_1606,E09000001
mz_1648,E09000033
mz_1554,E09000030
mz_1611,E09000001
mz_1604,E09000001
mz_1607,E09000001
mz_1618,E09000001
mz_596,E09000017
mz_1653,E09000033
mz_1608,E09000001
mz_1620,E09000001
mz_1562,E09000001
mz_137,E07000243
mz_1647,E09000033
mz_1032,E09000025
mz_1619,E09000001
mz_611,E09000017
mz_1614,E09000001
mz_1542,E09000030
mz_1629,E09000001
mz_1617,E09000001
mz_1634,E09000001
mz_1603,E09000001
mz_1626,E09000001
mz_1625,E09000001
mz_1627,E09000001
mz_1623,E09000001
mz_1631,E09000001
mz_1624,E09000001
mz_1635,E09000001
mz_1632,E09000001
mz_1340,E09000017
mz_1622,E09000001
mz_1621,E09000001
