index,LSOA11CD,GSS_CODE,year,weight
283,E01000001,E05009288,2011,0.901594
6721,E01000001,E05009288,2012,0.894096
13159,E01000001,E05009288,2013,0.901594
19602,E01000001,E05009288,2014,0.891589
26042,E01000001,E05009288,2015,0.8990659999999999
32477,E01000001,E05009288,2016,0.891589
38916,E01000001,E05009288,2017,0.8990659999999999
45354,E01000001,E05009288,2018,0.8990659999999999
51797,E01000001,E05009288,2019,0.8990659999999999
58241,E01000001,E05009288,2020,0.891589
64689,E01000001,E05009288,2021,0.8990659999999999
354,E01000001,E05009298,2011,0.0
6792,E01000001,E05009298,2012,0.0
13231,E01000001,E05009298,2013,0.0
19673,E01000001,E05009298,2014,0.0
26115,E01000001,E05009298,2015,0.0
32550,E01000001,E05009298,2016,0.0
38990,E01000001,E05009298,2017,0.0
45428,E01000001,E05009298,2018,0.0
51871,E01000001,E05009298,2019,0.0
58317,E01000001,E05009298,2020,0.0
64765,E01000001,E05009298,2021,0.0
255,E01000001,E05009304,2011,0.098407
6693,E01000001,E05009304,2012,0.105905
13131,E01000001,E05009304,2013,0.098407
19574,E01000001,E05009304,2014,0.108412
26014,E01000001,E05009304,2015,0.100935
32449,E01000001,E05009304,2016,0.108412
38888,E01000001,E05009304,2017,0.100935
45326,E01000001,E05009304,2018,0.100935
51769,E01000001,E05009304,2019,0.100935
58214,E01000001,E05009304,2020,0.108412
64662,E01000001,E05009304,2021,0.100935
353,E01000002,E05009290,2011,0.0
6791,E01000002,E05009290,2012,0.0
13229,E01000002,E05009290,2013,0.0
19655,E01000002,E05009290,2014,0.086177
26096,E01000002,E05009290,2015,0.083689
32532,E01000002,E05009290,2016,0.084687
38972,E01000002,E05009290,2017,0.084687
45410,E01000002,E05009290,2018,0.084687
51853,E01000002,E05009290,2019,0.084615
58299,E01000002,E05009290,2020,0.084615
64747,E01000002,E05009290,2021,0.08546999999999999
362,E01000002,E05009298,2011,0.0
6800,E01000002,E05009298,2012,0.0
13239,E01000002,E05009298,2013,0.0
19681,E01000002,E05009298,2014,0.0
26123,E01000002,E05009298,2015,0.0
32558,E01000002,E05009298,2016,0.0
38997,E01000002,E05009298,2017,0.0
45435,E01000002,E05009298,2018,0.0
51878,E01000002,E05009298,2019,0.0
58324,E01000002,E05009298,2020,0.0
64772,E01000002,E05009298,2021,0.0
370,E01000002,E05009299,2011,0.0
6808,E01000002,E05009299,2012,0.0
13247,E01000002,E05009299,2013,0.0
19689,E01000002,E05009299,2014,0.0
26131,E01000002,E05009299,2015,0.0
321,E01000002,E05009302,2011,0.999999
6759,E01000002,E05009302,2012,0.999999
13197,E01000002,E05009302,2013,0.9999990000000001
19640,E01000002,E05009302,2014,0.913822
26081,E01000002,E05009302,2015,0.9163110000000001
32516,E01000002,E05009302,2016,0.915312
38955,E01000002,E05009302,2017,0.915312
45393,E01000002,E05009302,2018,0.915312
51836,E01000002,E05009302,2019,0.915385
58282,E01000002,E05009302,2020,0.915385
64730,E01000002,E05009302,2021,0.91453
260,E01000003,E05009288,2011,0.216143
6698,E01000003,E05009288,2012,0.216143
13136,E01000003,E05009288,2013,0.216143
19579,E01000003,E05009288,2014,0.216143
26019,E01000003,E05009288,2015,0.216143
32454,E01000003,E05009288,2016,0.214735
38893,E01000003,E05009288,2017,0.26369
45331,E01000003,E05009288,2018,0.263912
51774,E01000003,E05009288,2019,0.263912
58219,E01000003,E05009288,2020,0.24358
64667,E01000003,E05009288,2021,0.243012
236,E01000003,E05009302,2011,0.783857
6674,E01000003,E05009302,2012,0.783857
13112,E01000003,E05009302,2013,0.783857
19555,E01000003,E05009302,2014,0.783857
25993,E01000003,E05009302,2015,0.783857
32426,E01000003,E05009302,2016,0.785265
38865,E01000003,E05009302,2017,0.73631
45303,E01000003,E05009302,2018,0.736088
51746,E01000003,E05009302,2019,0.736088
58191,E01000003,E05009302,2020,0.75642
64639,E01000003,E05009302,2021,0.756988
367,E01000005,E05009289,2011,0.0
6805,E01000005,E05009289,2012,0.0
13244,E01000005,E05009289,2013,0.0
19686,E01000005,E05009289,2014,0.0
26128,E01000005,E05009289,2015,0.0
32563,E01000005,E05009289,2016,0.0
39002,E01000005,E05009289,2017,0.0
45440,E01000005,E05009289,2018,0.0
51883,E01000005,E05009289,2019,0.0
58329,E01000005,E05009289,2020,0.0
64777,E01000005,E05009289,2021,0.0
360,E01000005,E05009292,2011,0.0
6798,E01000005,E05009292,2012,0.0
13237,E01000005,E05009292,2013,0.0
19679,E01000005,E05009292,2014,0.0
26121,E01000005,E05009292,2015,0.0
32556,E01000005,E05009292,2016,0.0
38995,E01000005,E05009292,2017,0.0
45433,E01000005,E05009292,2018,0.0
51876,E01000005,E05009292,2019,0.0
58322,E01000005,E05009292,2020,0.0
64770,E01000005,E05009292,2021,0.0
273,E01000005,E05009308,2011,0.784745
6711,E01000005,E05009308,2012,0.706223
13149,E01000005,E05009308,2013,0.7182080000000001
19592,E01000005,E05009308,2014,0.7178
26032,E01000005,E05009308,2015,0.703546
32467,E01000005,E05009308,2016,0.7057990000000001
38906,E01000005,E05009308,2017,0.7041240000000001
45344,E01000005,E05009308,2018,0.706873
51787,E01000005,E05009308,2019,0.7044819999999999
58231,E01000005,E05009308,2020,0.53178
64679,E01000005,E05009308,2021,0.486017
192,E01000005,E05009310,2011,0.215254
6629,E01000005,E05009310,2012,0.29377699999999995
13067,E01000005,E05009310,2013,0.281792
19509,E01000005,E05009310,2014,0.28219999999999995
25948,E01000005,E05009310,2015,0.29645299999999997
32381,E01000005,E05009310,2016,0.294201
38820,E01000005,E05009310,2017,0.295875
45258,E01000005,E05009310,2018,0.293128
51700,E01000005,E05009310,2019,0.295519
58144,E01000005,E05009310,2020,0.46821999999999997
64591,E01000005,E05009310,2021,0.5139819999999999
4642,E01000006,E05014066,2011,1.0
11079,E01000006,E05014066,2012,1.0
17518,E01000006,E05014066,2013,1.0
23961,E01000006,E05014066,2014,1.0
30400,E01000006,E05014066,2015,1.0
36836,E01000006,E05014066,2016,1.0
43275,E01000006,E05014066,2017,1.0
49716,E01000006,E05014066,2018,1.0
56161,E01000006,E05014066,2019,1.0
62608,E01000006,E05014066,2020,1.0
69056,E01000006,E05014066,2021,1.0
5910,E01000007,E05014066,2011,1.0
12347,E01000007,E05014066,2012,1.0
18792,E01000007,E05014066,2013,1.0
25252,E01000007,E05014066,2014,1.0
31693,E01000007,E05014066,2015,1.0
38130,E01000007,E05014066,2016,1.0
44570,E01000007,E05014066,2017,1.0
51010,E01000007,E05014066,2018,1.0
57456,E01000007,E05014066,2019,1.0
63903,E01000007,E05014066,2020,1.0
70353,E01000007,E05014066,2021,1.0
5997,E01000008,E05014066,2011,0.99812
12434,E01000008,E05014066,2012,1.0
18872,E01000008,E05014066,2013,1.0
25316,E01000008,E05014066,2014,1.0
31754,E01000008,E05014066,2015,1.0
38194,E01000008,E05014066,2016,1.0
44636,E01000008,E05014066,2017,1.0
51077,E01000008,E05014066,2018,1.0
57524,E01000008,E05014066,2019,1.0
63971,E01000008,E05014066,2020,1.0
70420,E01000008,E05014066,2021,1.0
5900,E01000009,E05014066,2011,1.0
12337,E01000009,E05014066,2012,1.0
18782,E01000009,E05014066,2013,1.0
25243,E01000009,E05014066,2014,1.0
31679,E01000009,E05014066,2015,1.0
38116,E01000009,E05014066,2016,1.0
44556,E01000009,E05014066,2017,1.0
50996,E01000009,E05014066,2018,1.0
57442,E01000009,E05014066,2019,1.0
63889,E01000009,E05014066,2020,1.0
70339,E01000009,E05014066,2021,1.0
5918,E01000010,E05014053,2011,0.79375
12355,E01000010,E05014053,2012,0.793589
18799,E01000010,E05014053,2013,0.801936
25258,E01000010,E05014053,2014,0.793395
31698,E01000010,E05014053,2015,0.798507
38135,E01000010,E05014053,2016,0.798677
44575,E01000010,E05014053,2017,0.79912
51015,E01000010,E05014053,2018,0.798682
57461,E01000010,E05014053,2019,0.756047
63908,E01000010,E05014053,2020,0.755694
70357,E01000010,E05014053,2021,0.676761
5954,E01000010,E05014066,2011,0.20625
12391,E01000010,E05014066,2012,0.205629
18832,E01000010,E05014066,2013,0.197319
25286,E01000010,E05014066,2014,0.206605
31728,E01000010,E05014066,2015,0.201493
38168,E01000010,E05014066,2016,0.201323
44610,E01000010,E05014066,2017,0.20088
51050,E01000010,E05014066,2018,0.201318
57496,E01000010,E05014066,2019,0.243953
63943,E01000010,E05014066,2020,0.244306
70392,E01000010,E05014066,2021,0.323239
5963,E01000011,E05014066,2011,1.0
12400,E01000011,E05014066,2012,1.0
18841,E01000011,E05014066,2013,1.0
25294,E01000011,E05014066,2014,1.0
31735,E01000011,E05014066,2015,1.0
38175,E01000011,E05014066,2016,1.0
44617,E01000011,E05014066,2017,1.0
51057,E01000011,E05014066,2018,1.0
57503,E01000011,E05014066,2019,1.0
63950,E01000011,E05014066,2020,1.0
70399,E01000011,E05014066,2021,1.0
5915,E01000012,E05011247,2011,0.0
12352,E01000012,E05011247,2012,0.0
18797,E01000012,E05011247,2013,0.0
25256,E01000012,E05011247,2014,0.0
31696,E01000012,E05011247,2015,0.0
38133,E01000012,E05011247,2016,0.0
44573,E01000012,E05011247,2017,0.0
51013,E01000012,E05011247,2018,0.0
57459,E01000012,E05011247,2019,0.0
63906,E01000012,E05011247,2020,0.0
70356,E01000012,E05011247,2021,0.0
5905,E01000012,E05014066,2011,1.0
12342,E01000012,E05014066,2012,1.0
18787,E01000012,E05014066,2013,1.0
25247,E01000012,E05014066,2014,1.0
31688,E01000012,E05014066,2015,1.0
38125,E01000012,E05014066,2016,1.0
44565,E01000012,E05014066,2017,1.0
51005,E01000012,E05014066,2018,1.0
57451,E01000012,E05014066,2019,1.0
63898,E01000012,E05014066,2020,1.0
70348,E01000012,E05014066,2021,1.0
4617,E01000013,E05014054,2011,0.366003
11054,E01000013,E05014054,2012,0.367378
17493,E01000013,E05014054,2013,0.364188
23936,E01000013,E05014054,2014,0.362121
30375,E01000013,E05014054,2015,0.360483
36811,E01000013,E05014054,2016,0.363363
43250,E01000013,E05014054,2017,0.364723
49691,E01000013,E05014054,2018,0.364723
56136,E01000013,E05014054,2019,0.363772
62583,E01000013,E05014054,2020,0.363772
69031,E01000013,E05014054,2021,0.363772
4620,E01000013,E05014067,2011,0.633997
11056,E01000013,E05014067,2012,0.632622
17495,E01000013,E05014067,2013,0.635812
23938,E01000013,E05014067,2014,0.637879
30377,E01000013,E05014067,2015,0.639517
36813,E01000013,E05014067,2016,0.636637
43252,E01000013,E05014067,2017,0.635277
49693,E01000013,E05014067,2018,0.635277
56138,E01000013,E05014067,2019,0.636228
62585,E01000013,E05014067,2020,0.636228
69033,E01000013,E05014067,2021,0.636228
6198,E01000014,E05014054,2011,0.0
12635,E01000014,E05014054,2012,0.0
19075,E01000014,E05014054,2013,0.0
25519,E01000014,E05014054,2014,0.0
31954,E01000014,E05014054,2015,0.0
38391,E01000014,E05014054,2016,0.0
44831,E01000014,E05014054,2017,0.0
51272,E01000014,E05014054,2018,0.0
57718,E01000014,E05014054,2019,0.0
64165,E01000014,E05014054,2020,0.0
70614,E01000014,E05014054,2021,0.0
4609,E01000014,E05014067,2011,1.0
11046,E01000014,E05014067,2012,1.0
17485,E01000014,E05014067,2013,1.0
23928,E01000014,E05014067,2014,1.0
30367,E01000014,E05014067,2015,1.0
36804,E01000014,E05014067,2016,1.0
43243,E01000014,E05014067,2017,1.0
49684,E01000014,E05014067,2018,1.0
56129,E01000014,E05014067,2019,1.0
62576,E01000014,E05014067,2020,1.0
69024,E01000014,E05014067,2021,1.0
4612,E01000015,E05014054,2011,1.0
11049,E01000015,E05014054,2012,1.0
17488,E01000015,E05014054,2013,1.0
23931,E01000015,E05014054,2014,1.0
30370,E01000015,E05014054,2015,1.0
36807,E01000015,E05014054,2016,1.0
43246,E01000015,E05014054,2017,1.0
49687,E01000015,E05014054,2018,1.0
56132,E01000015,E05014054,2019,1.0
62579,E01000015,E05014054,2020,1.0
69027,E01000015,E05014054,2021,1.0
6171,E01000016,E05014054,2011,1.0
12610,E01000016,E05014054,2012,1.0
19050,E01000016,E05014054,2013,1.0
25495,E01000016,E05014054,2014,1.0
31931,E01000016,E05014054,2015,1.0
38368,E01000016,E05014054,2016,1.0
44809,E01000016,E05014054,2017,1.0
51250,E01000016,E05014054,2018,1.0
57696,E01000016,E05014054,2019,1.0
64143,E01000016,E05014054,2020,1.0
70592,E01000016,E05014054,2021,1.0
6193,E01000016,E05014067,2011,0.0
12630,E01000016,E05014067,2012,0.0
19069,E01000016,E05014067,2013,0.0
25513,E01000016,E05014067,2014,0.0
31948,E01000016,E05014067,2015,0.0
38385,E01000016,E05014067,2016,0.0
44825,E01000016,E05014067,2017,0.0
51266,E01000016,E05014067,2018,0.0
57712,E01000016,E05014067,2019,0.0
64159,E01000016,E05014067,2020,0.0
70608,E01000016,E05014067,2021,0.0
6185,E01000017,E05014054,2011,0.191935
12622,E01000017,E05014054,2012,0.191935
19062,E01000017,E05014054,2013,0.188312
25498,E01000017,E05014054,2014,0.190939
31934,E01000017,E05014054,2015,0.19063
38371,E01000017,E05014054,2016,0.19063
44812,E01000017,E05014054,2017,0.19063
51253,E01000017,E05014054,2018,0.189406
57699,E01000017,E05014054,2019,0.189406
64146,E01000017,E05014054,2020,0.189406
70595,E01000017,E05014054,2021,0.189103
6180,E01000017,E05014067,2011,0.808065
12617,E01000017,E05014067,2012,0.808065
19057,E01000017,E05014067,2013,0.811688
25503,E01000017,E05014067,2014,0.809061
31939,E01000017,E05014067,2015,0.80937
38376,E01000017,E05014067,2016,0.80937
44817,E01000017,E05014067,2017,0.80937
51258,E01000017,E05014067,2018,0.810594
57704,E01000017,E05014067,2019,0.810594
64151,E01000017,E05014067,2020,0.810594
70600,E01000017,E05014067,2021,0.810897
6181,E01000018,E05014054,2011,1.0
12618,E01000018,E05014054,2012,1.0
19058,E01000018,E05014054,2013,1.0
25504,E01000018,E05014054,2014,1.0
31940,E01000018,E05014054,2015,1.0
38377,E01000018,E05014054,2016,1.0
44818,E01000018,E05014054,2017,1.0
51259,E01000018,E05014054,2018,1.0
57705,E01000018,E05014054,2019,1.0
64152,E01000018,E05014054,2020,1.0
70601,E01000018,E05014054,2021,1.0
6155,E01000019,E05014057,2011,1.0
12596,E01000019,E05014057,2012,1.0
19037,E01000019,E05014057,2013,1.0
25482,E01000019,E05014057,2014,1.0
31917,E01000019,E05014057,2015,1.0
38354,E01000019,E05014057,2016,1.0
44794,E01000019,E05014057,2017,1.0
51235,E01000019,E05014057,2018,1.0
57681,E01000019,E05014057,2019,1.0
64128,E01000019,E05014057,2020,1.0
70577,E01000019,E05014057,2021,1.0
6156,E01000020,E05014057,2011,1.0
12597,E01000020,E05014057,2012,1.0
19038,E01000020,E05014057,2013,1.0
25483,E01000020,E05014057,2014,1.0
31918,E01000020,E05014057,2015,1.0
38355,E01000020,E05014057,2016,1.0
44795,E01000020,E05014057,2017,1.0
51236,E01000020,E05014057,2018,1.0
57682,E01000020,E05014057,2019,1.0
64129,E01000020,E05014057,2020,1.0
70578,E01000020,E05014057,2021,1.0
6150,E01000021,E05014057,2011,0.925676
12589,E01000021,E05014057,2012,0.92555
19031,E01000021,E05014057,2013,0.925926
25476,E01000021,E05014057,2014,0.923715
31911,E01000021,E05014057,2015,0.923715
38348,E01000021,E05014057,2016,0.923715
44788,E01000021,E05014057,2017,0.923967
51229,E01000021,E05014057,2018,0.923967
57675,E01000021,E05014057,2019,0.923967
64122,E01000021,E05014057,2020,0.923077
70571,E01000021,E05014057,2021,0.923328
6168,E01000021,E05014065,2011,0.074324
12609,E01000021,E05014065,2012,0.07445
19049,E01000021,E05014065,2013,0.074074
25494,E01000021,E05014065,2014,0.076285
31929,E01000021,E05014065,2015,0.076285
38366,E01000021,E05014065,2016,0.076285
44806,E01000021,E05014065,2017,0.076033
51247,E01000021,E05014065,2018,0.076033
57693,E01000021,E05014065,2019,0.076033
64140,E01000021,E05014065,2020,0.076923
70589,E01000021,E05014065,2021,0.076672
6151,E01000022,E05014057,2011,1.0
12592,E01000022,E05014057,2012,1.0
19033,E01000022,E05014057,2013,1.0
25478,E01000022,E05014057,2014,1.0
31913,E01000022,E05014057,2015,1.0
38350,E01000022,E05014057,2016,1.0
44790,E01000022,E05014057,2017,1.0
51231,E01000022,E05014057,2018,1.0
57677,E01000022,E05014057,2019,1.0
64124,E01000022,E05014057,2020,1.0
70573,E01000022,E05014057,2021,1.0
6161,E01000023,E05014057,2011,0.227329
12604,E01000023,E05014057,2012,0.199346
19046,E01000023,E05014057,2013,0.149555
25491,E01000023,E05014057,2014,0.123732
31926,E01000023,E05014057,2015,0.124916
38363,E01000023,E05014057,2016,0.124916
44803,E01000023,E05014057,2017,0.124916
51244,E01000023,E05014057,2018,0.125506
57690,E01000023,E05014057,2019,0.125506
64137,E01000023,E05014057,2020,0.125506
70586,E01000023,E05014057,2021,0.125421
6169,E01000023,E05014065,2011,0.772671
12590,E01000023,E05014065,2012,0.800654
19022,E01000023,E05014065,2013,0.850445
25466,E01000023,E05014065,2014,0.876268
31901,E01000023,E05014065,2015,0.875084
38338,E01000023,E05014065,2016,0.875084
44778,E01000023,E05014065,2017,0.875084
51219,E01000023,E05014065,2018,0.874494
57665,E01000023,E05014065,2019,0.874494
64112,E01000023,E05014065,2020,0.874494
70561,E01000023,E05014065,2021,0.874579
6179,E01000024,E05014057,2011,0.490323
12616,E01000024,E05014057,2012,0.490323
19056,E01000024,E05014057,2013,0.490323
25502,E01000024,E05014057,2014,0.491453
31938,E01000024,E05014057,2015,0.489316
38375,E01000024,E05014057,2016,0.491453
44816,E01000024,E05014057,2017,0.491453
51257,E01000024,E05014057,2018,0.489316
57703,E01000024,E05014057,2019,0.489316
64150,E01000024,E05014057,2020,0.489316
70599,E01000024,E05014057,2021,0.489316
6184,E01000024,E05014065,2011,0.509677
12621,E01000024,E05014065,2012,0.509677
19061,E01000024,E05014065,2013,0.509677
25506,E01000024,E05014065,2014,0.508547
31942,E01000024,E05014065,2015,0.5106839999999999
38379,E01000024,E05014065,2016,0.508547
44820,E01000024,E05014065,2017,0.508547
51261,E01000024,E05014065,2018,0.5106839999999999
57707,E01000024,E05014065,2019,0.5106839999999999
64154,E01000024,E05014065,2020,0.5106839999999999
70603,E01000024,E05014065,2021,0.5106839999999999
6195,E01000024,E05014069,2011,0.0
12632,E01000024,E05014069,2012,0.0
19072,E01000024,E05014069,2013,0.0
25516,E01000024,E05014069,2014,0.0
31951,E01000024,E05014069,2015,0.0
38388,E01000024,E05014069,2016,0.0
44828,E01000024,E05014069,2017,0.0
51269,E01000024,E05014069,2018,0.0
57715,E01000024,E05014069,2019,0.0
64162,E01000024,E05014069,2020,0.0
70611,E01000024,E05014069,2021,0.0
6160,E01000025,E05014065,2011,1.0
12601,E01000025,E05014065,2012,1.0
19042,E01000025,E05014065,2013,1.0
25487,E01000025,E05014065,2014,1.0
31922,E01000025,E05014065,2015,1.0
38359,E01000025,E05014065,2016,1.0
44799,E01000025,E05014065,2017,1.0
51240,E01000025,E05014065,2018,1.0
57686,E01000025,E05014065,2019,1.0
64133,E01000025,E05014065,2020,1.0
70582,E01000025,E05014065,2021,1.0
4004,E01000027,E05014058,2011,1.0
10439,E01000027,E05014058,2012,1.0
16878,E01000027,E05014058,2013,1.0
23320,E01000027,E05014058,2014,1.0
29759,E01000027,E05014058,2015,1.0
36195,E01000027,E05014058,2016,1.0
42634,E01000027,E05014058,2017,1.0
49074,E01000027,E05014058,2018,1.0
55519,E01000027,E05014058,2019,1.0
61965,E01000027,E05014058,2020,1.0
68413,E01000027,E05014058,2021,1.0
6152,E01000028,E05014058,2011,1.0
12593,E01000028,E05014058,2012,1.0
19034,E01000028,E05014058,2013,1.0
25479,E01000028,E05014058,2014,1.0
31914,E01000028,E05014058,2015,1.0
38351,E01000028,E05014058,2016,1.0
44791,E01000028,E05014058,2017,1.0
51232,E01000028,E05014058,2018,1.0
57678,E01000028,E05014058,2019,1.0
64125,E01000028,E05014058,2020,1.0
70574,E01000028,E05014058,2021,1.0
6199,E01000029,E05011237,2011,0.0
12636,E01000029,E05011237,2012,0.0
19076,E01000029,E05011237,2013,0.0
25520,E01000029,E05011237,2014,0.0
31955,E01000029,E05011237,2015,0.0
38392,E01000029,E05011237,2016,0.0
44832,E01000029,E05011237,2017,0.0
51273,E01000029,E05011237,2018,0.0
57719,E01000029,E05011237,2019,0.0
64166,E01000029,E05011237,2020,0.0
70615,E01000029,E05011237,2021,0.0
6146,E01000029,E05014058,2011,0.998611
12585,E01000029,E05014058,2012,0.998607
19027,E01000029,E05014058,2013,1.0
25471,E01000029,E05014058,2014,1.0
31906,E01000029,E05014058,2015,1.0
38343,E01000029,E05014058,2016,1.0
44783,E01000029,E05014058,2017,1.0
51224,E01000029,E05014058,2018,1.0
57670,E01000029,E05014058,2019,1.0
64117,E01000029,E05014058,2020,1.0
70566,E01000029,E05014058,2021,1.0
6138,E01000030,E05014058,2011,1.0
12575,E01000030,E05014058,2012,1.0
19015,E01000030,E05014058,2013,0.998736
25459,E01000030,E05014058,2014,1.0
31894,E01000030,E05014058,2015,1.0
38331,E01000030,E05014058,2016,1.0
44771,E01000030,E05014058,2017,1.0
51212,E01000030,E05014058,2018,1.0
57658,E01000030,E05014058,2019,1.0
64105,E01000030,E05014058,2020,1.0
70554,E01000030,E05014058,2021,1.0
6153,E01000031,E05014058,2011,1.0
12594,E01000031,E05014058,2012,1.0
19035,E01000031,E05014058,2013,1.0
25480,E01000031,E05014058,2014,1.0
31915,E01000031,E05014058,2015,1.0
38352,E01000031,E05014058,2016,1.0
44792,E01000031,E05014058,2017,1.0
51233,E01000031,E05014058,2018,1.0
57679,E01000031,E05014058,2019,1.0
64126,E01000031,E05014058,2020,1.0
70575,E01000031,E05014058,2021,1.0
6202,E01000032,E05011237,2011,0.0
12639,E01000032,E05011237,2012,0.0
19080,E01000032,E05011237,2013,0.0
25524,E01000032,E05011237,2014,0.0
31959,E01000032,E05011237,2015,0.0
38396,E01000032,E05011237,2016,0.0
44836,E01000032,E05011237,2017,0.0
51277,E01000032,E05011237,2018,0.0
57723,E01000032,E05011237,2019,0.0
64170,E01000032,E05011237,2020,0.0
70619,E01000032,E05011237,2021,0.0
6166,E01000032,E05014058,2011,1.0
12602,E01000032,E05014058,2012,1.0
19043,E01000032,E05014058,2013,1.0
25488,E01000032,E05014058,2014,1.0
31923,E01000032,E05014058,2015,1.0
38360,E01000032,E05014058,2016,1.0
44800,E01000032,E05014058,2017,1.0
51241,E01000032,E05014058,2018,1.0
57687,E01000032,E05014058,2019,1.0
64134,E01000032,E05014058,2020,1.0
70583,E01000032,E05014058,2021,1.0
5680,E01000033,E05014059,2011,1.0
12117,E01000033,E05014059,2012,1.0
18557,E01000033,E05014059,2013,1.0
25005,E01000033,E05014059,2014,1.0
31442,E01000033,E05014059,2015,1.0
37879,E01000033,E05014059,2016,1.0
44319,E01000033,E05014059,2017,1.0
50760,E01000033,E05014059,2018,1.0
57206,E01000033,E05014059,2019,1.0
63652,E01000033,E05014059,2020,1.0
70100,E01000033,E05014059,2021,1.0
5679,E01000034,E05014059,2011,1.0
12116,E01000034,E05014059,2012,1.0
18556,E01000034,E05014059,2013,1.0
25004,E01000034,E05014059,2014,1.0
31441,E01000034,E05014059,2015,1.0
37878,E01000034,E05014059,2016,1.0
44318,E01000034,E05014059,2017,1.0
50759,E01000034,E05014059,2018,1.0
57205,E01000034,E05014059,2019,1.0
63651,E01000034,E05014059,2020,1.0
70099,E01000034,E05014059,2021,1.0
5670,E01000035,E05014054,2011,0.744108
12107,E01000035,E05014054,2012,0.741611
18547,E01000035,E05014054,2013,0.742475
24991,E01000035,E05014054,2014,0.741667
31428,E01000035,E05014054,2015,0.741667
37865,E01000035,E05014054,2016,0.730392
44305,E01000035,E05014054,2017,0.728013
50746,E01000035,E05014054,2018,0.7328
57192,E01000035,E05014054,2019,0.731629
63639,E01000035,E05014054,2020,0.732057
70087,E01000035,E05014054,2021,0.735849
5683,E01000035,E05014059,2011,0.255892
12120,E01000035,E05014059,2012,0.258389
18560,E01000035,E05014059,2013,0.257525
25008,E01000035,E05014059,2014,0.258333
31445,E01000035,E05014059,2015,0.258333
37882,E01000035,E05014059,2016,0.269608
44322,E01000035,E05014059,2017,0.271987
50763,E01000035,E05014059,2018,0.2672
57209,E01000035,E05014059,2019,0.268371
63655,E01000035,E05014059,2020,0.267943
70103,E01000035,E05014059,2021,0.264151
5671,E01000036,E05014054,2011,1.0
12108,E01000036,E05014054,2012,1.0
18548,E01000036,E05014054,2013,1.0
24992,E01000036,E05014054,2014,1.0
31429,E01000036,E05014054,2015,1.0
37866,E01000036,E05014054,2016,1.0
44306,E01000036,E05014054,2017,1.0
50747,E01000036,E05014054,2018,1.0
57193,E01000036,E05014054,2019,1.0
63640,E01000036,E05014054,2020,1.0
70088,E01000036,E05014054,2021,1.0
5710,E01000037,E05014059,2011,1.0
12147,E01000037,E05014059,2012,1.0
18587,E01000037,E05014059,2013,1.0
25031,E01000037,E05014059,2014,1.0
31468,E01000037,E05014059,2015,1.0
37905,E01000037,E05014059,2016,1.0
44345,E01000037,E05014059,2017,1.0
50786,E01000037,E05014059,2018,1.0
57233,E01000037,E05014059,2019,1.0
63679,E01000037,E05014059,2020,1.0
70127,E01000037,E05014059,2021,1.0
5717,E01000038,E05014059,2011,1.0
12154,E01000038,E05014059,2012,1.0
18594,E01000038,E05014059,2013,1.0
25024,E01000038,E05014059,2014,1.0
31461,E01000038,E05014059,2015,1.0
37897,E01000038,E05014059,2016,1.0
44337,E01000038,E05014059,2017,1.0
50778,E01000038,E05014059,2018,1.0
57225,E01000038,E05014059,2019,1.0
63672,E01000038,E05014059,2020,1.0
70120,E01000038,E05014059,2021,1.0
5697,E01000039,E05014059,2011,1.0
12135,E01000039,E05014059,2012,1.0
18575,E01000039,E05014059,2013,1.0
25020,E01000039,E05014059,2014,1.0
31457,E01000039,E05014059,2015,1.0
37893,E01000039,E05014059,2016,1.0
44333,E01000039,E05014059,2017,1.0
50774,E01000039,E05014059,2018,1.0
57220,E01000039,E05014059,2019,1.0
63667,E01000039,E05014059,2020,1.0
70116,E01000039,E05014059,2021,1.0
4638,E01000040,E05014060,2011,1.0
11074,E01000040,E05014060,2012,1.0
17513,E01000040,E05014060,2013,1.0
23955,E01000040,E05014060,2014,1.0
30394,E01000040,E05014060,2015,1.0
36830,E01000040,E05014060,2016,1.0
43269,E01000040,E05014060,2017,1.0
49710,E01000040,E05014060,2018,1.0
56155,E01000040,E05014060,2019,1.0
62602,E01000040,E05014060,2020,1.0
69050,E01000040,E05014060,2021,1.0
4630,E01000041,E05014060,2011,1.0
11067,E01000041,E05014060,2012,1.0
17506,E01000041,E05014060,2013,1.0
23949,E01000041,E05014060,2014,1.0
30388,E01000041,E05014060,2015,1.0
36824,E01000041,E05014060,2016,1.0
43263,E01000041,E05014060,2017,1.0
49704,E01000041,E05014060,2018,1.0
56149,E01000041,E05014060,2019,1.0
62596,E01000041,E05014060,2020,1.0
69044,E01000041,E05014060,2021,1.0
4579,E01000042,E05014060,2011,1.0
11017,E01000042,E05014060,2012,1.0
17456,E01000042,E05014060,2013,1.0
23899,E01000042,E05014060,2014,1.0
30338,E01000042,E05014060,2015,1.0
36774,E01000042,E05014060,2016,1.0
43213,E01000042,E05014060,2017,1.0
49654,E01000042,E05014060,2018,1.0
56098,E01000042,E05014060,2019,1.0
62545,E01000042,E05014060,2020,1.0
68993,E01000042,E05014060,2021,1.0
4598,E01000043,E05014060,2011,1.0
11035,E01000043,E05014060,2012,1.0
17474,E01000043,E05014060,2013,1.0
23917,E01000043,E05014060,2014,1.0
30356,E01000043,E05014060,2015,1.0
36792,E01000043,E05014060,2016,1.0
