index,LSOA11CD,msoa21cd,year,weight
220,E01000001,E02000001,2011,1.0
5092,E01000001,E02000001,2012,1.0
9955,E01000001,E02000001,2013,1.0
14822,E01000001,E02000001,2014,1.0
19685,E01000001,E02000001,2015,1.0
24545,E01000001,E02000001,2016,1.0
29403,E01000001,E02000001,2017,1.0
34262,E01000001,E02000001,2018,1.0
39124,E01000001,E02000001,2019,1.0
43980,E01000001,E02000001,2020,1.0
48842,E01000001,E02000001,2021,1.0
254,E01000002,E02000001,2011,1.0
5126,E01000002,E02000001,2012,1.0
9989,E01000002,E02000001,2013,1.0
14856,E01000002,E02000001,2014,1.0
19720,E01000002,E02000001,2015,1.0
24580,E01000002,E02000001,2016,1.0
29438,E01000002,E02000001,2017,1.0
34297,E01000002,E02000001,2018,1.0
39159,E01000002,E02000001,2019,1.0
44016,E01000002,E02000001,2020,1.0
48878,E01000002,E02000001,2021,1.0
204,E01000003,E02000001,2011,1.0
5076,E01000003,E02000001,2012,1.0
9939,E01000003,E02000001,2013,1.0
14806,E01000003,E02000001,2014,1.0
19667,E01000003,E02000001,2015,1.0
24527,E01000003,E02000001,2016,1.0
29385,E01000003,E02000001,2017,1.0
34244,E01000003,E02000001,2018,1.0
39106,E01000003,E02000001,2019,1.0
43961,E01000003,E02000001,2020,1.0
48823,E01000003,E02000001,2021,1.0
165,E01000005,E02000001,2011,1.0
5036,E01000005,E02000001,2012,1.0
9899,E01000005,E02000001,2013,1.0
14765,E01000005,E02000001,2014,1.0
19628,E01000005,E02000001,2015,1.0
24487,E01000005,E02000001,2016,1.0
29346,E01000005,E02000001,2017,1.0
34205,E01000005,E02000001,2018,1.0
39066,E01000005,E02000001,2019,1.0
43920,E01000005,E02000001,2020,1.0
48781,E01000005,E02000001,2021,1.0
3518,E01000006,E02000017,2011,1.0
8390,E01000006,E02000017,2012,1.0
13254,E01000006,E02000017,2013,1.0
18120,E01000006,E02000017,2014,1.0
22985,E01000006,E02000017,2015,1.0
27845,E01000006,E02000017,2016,1.0
32704,E01000006,E02000017,2017,1.0
37564,E01000006,E02000017,2018,1.0
42426,E01000006,E02000017,2019,1.0
47283,E01000006,E02000017,2020,1.0
52145,E01000006,E02000017,2021,1.0
4476,E01000007,E02000016,2011,1.0
9349,E01000007,E02000016,2012,1.0
14218,E01000007,E02000016,2013,1.0
19097,E01000007,E02000016,2014,1.0
23967,E01000007,E02000016,2015,1.0
28827,E01000007,E02000016,2016,1.0
33686,E01000007,E02000016,2017,1.0
38544,E01000007,E02000016,2018,1.0
43406,E01000007,E02000016,2019,1.0
48263,E01000007,E02000016,2020,1.0
53126,E01000007,E02000016,2021,1.0
4546,E01000008,E02000016,2011,0.99812
9419,E01000008,E02000016,2012,1.0
14281,E01000008,E02000016,2013,0.99812
19147,E01000008,E02000016,2014,1.0
24014,E01000008,E02000016,2015,1.0
28877,E01000008,E02000016,2016,1.0
33737,E01000008,E02000016,2017,1.0
38596,E01000008,E02000016,2018,1.0
43458,E01000008,E02000016,2019,1.0
48315,E01000008,E02000016,2020,1.0
53177,E01000008,E02000016,2021,1.0
4467,E01000009,E02000017,2011,1.0
9340,E01000009,E02000017,2012,1.0
14209,E01000009,E02000017,2013,1.0
19089,E01000009,E02000017,2014,1.0
23955,E01000009,E02000017,2015,1.0
28815,E01000009,E02000017,2016,1.0
33674,E01000009,E02000017,2017,1.0
38532,E01000009,E02000017,2018,1.0
43394,E01000009,E02000017,2019,1.0
48251,E01000009,E02000017,2020,1.0
53114,E01000009,E02000017,2021,1.0
4483,E01000010,E02000016,2011,1.0
9356,E01000010,E02000016,2012,0.999218
14224,E01000010,E02000016,2013,1.0
19102,E01000010,E02000016,2014,1.0
23971,E01000010,E02000016,2015,1.0
28831,E01000010,E02000016,2016,1.0
33690,E01000010,E02000016,2017,1.0
38548,E01000010,E02000016,2018,1.0
43410,E01000010,E02000016,2019,1.0
48267,E01000010,E02000016,2020,1.0
53129,E01000010,E02000016,2021,1.0
4519,E01000011,E02000017,2011,1.0
9392,E01000011,E02000017,2012,1.0
14257,E01000011,E02000017,2013,1.0
19130,E01000011,E02000017,2014,1.0
24000,E01000011,E02000017,2015,1.0
28863,E01000011,E02000017,2016,1.0
33724,E01000011,E02000017,2017,1.0
38582,E01000011,E02000017,2018,1.0
43444,E01000011,E02000017,2019,1.0
48301,E01000011,E02000017,2020,1.0
53163,E01000011,E02000017,2021,1.0
4471,E01000012,E02000016,2011,1.0
9344,E01000012,E02000016,2012,1.0
14213,E01000012,E02000016,2013,1.0
19092,E01000012,E02000016,2014,1.0
23962,E01000012,E02000016,2015,1.0
28822,E01000012,E02000016,2016,1.0
33681,E01000012,E02000016,2017,1.0
38539,E01000012,E02000016,2018,1.0
43401,E01000012,E02000016,2019,1.0
48258,E01000012,E02000016,2020,1.0
53121,E01000012,E02000016,2021,1.0
3501,E01000013,E02000014,2011,1.0
8373,E01000013,E02000014,2012,1.0
13237,E01000013,E02000014,2013,1.0
18103,E01000013,E02000014,2014,1.0
22968,E01000013,E02000014,2015,1.0
27828,E01000013,E02000014,2016,1.0
32687,E01000013,E02000014,2017,1.0
37547,E01000013,E02000014,2018,1.0
42409,E01000013,E02000014,2019,1.0
47266,E01000013,E02000014,2020,1.0
52128,E01000013,E02000014,2021,1.0
3494,E01000014,E02000014,2011,1.0
8366,E01000014,E02000014,2012,1.0
13230,E01000014,E02000014,2013,1.0
18096,E01000014,E02000014,2014,1.0
22961,E01000014,E02000014,2015,1.0
27822,E01000014,E02000014,2016,1.0
32681,E01000014,E02000014,2017,1.0
37541,E01000014,E02000014,2018,1.0
42403,E01000014,E02000014,2019,1.0
47260,E01000014,E02000014,2020,1.0
52122,E01000014,E02000014,2021,1.0
3496,E01000015,E02000010,2011,1.0
8368,E01000015,E02000010,2012,1.0
13232,E01000015,E02000010,2013,1.0
18098,E01000015,E02000010,2014,1.0
22963,E01000015,E02000010,2015,1.0
27824,E01000015,E02000010,2016,1.0
32683,E01000015,E02000010,2017,1.0
37543,E01000015,E02000010,2018,1.0
42405,E01000015,E02000010,2019,1.0
47262,E01000015,E02000010,2020,1.0
52124,E01000015,E02000010,2021,1.0
4673,E01000016,E02000010,2011,1.0
9548,E01000016,E02000010,2012,1.0
14411,E01000016,E02000010,2013,1.0
19278,E01000016,E02000010,2014,1.0
24144,E01000016,E02000010,2015,1.0
29004,E01000016,E02000010,2016,1.0
33864,E01000016,E02000010,2017,1.0
38723,E01000016,E02000010,2018,1.0
43585,E01000016,E02000010,2019,1.0
48442,E01000016,E02000010,2020,1.0
53304,E01000016,E02000010,2021,1.0
4679,E01000017,E02000010,2011,1.0
9552,E01000017,E02000010,2012,1.0
14415,E01000017,E02000010,2013,1.0
19279,E01000017,E02000010,2014,1.0
24145,E01000017,E02000010,2015,1.0
29005,E01000017,E02000010,2016,1.0
33865,E01000017,E02000010,2017,1.0
38724,E01000017,E02000010,2018,1.0
43586,E01000017,E02000010,2019,1.0
48443,E01000017,E02000010,2020,1.0
53305,E01000017,E02000010,2021,1.0
4680,E01000018,E02000010,2011,1.0
9553,E01000018,E02000010,2012,1.0
14416,E01000018,E02000010,2013,1.0
19282,E01000018,E02000010,2014,1.0
24148,E01000018,E02000010,2015,1.0
29008,E01000018,E02000010,2016,1.0
33868,E01000018,E02000010,2017,1.0
38727,E01000018,E02000010,2018,1.0
43589,E01000018,E02000010,2019,1.0
48446,E01000018,E02000010,2020,1.0
53308,E01000018,E02000010,2021,1.0
4661,E01000019,E02006799,2011,1.0
9538,E01000019,E02006799,2012,1.0
14402,E01000019,E02006799,2013,1.0
19269,E01000019,E02006799,2014,1.0
24135,E01000019,E02006799,2015,1.0
28995,E01000019,E02006799,2016,1.0
33854,E01000019,E02006799,2017,1.0
38713,E01000019,E02006799,2018,1.0
43575,E01000019,E02006799,2019,1.0
48432,E01000019,E02006799,2020,1.0
53294,E01000019,E02006799,2021,1.0
4662,E01000020,E02006799,2011,1.0
9539,E01000020,E02006799,2012,1.0
14403,E01000020,E02006799,2013,1.0
19270,E01000020,E02006799,2014,1.0
24136,E01000020,E02006799,2015,1.0
28996,E01000020,E02006799,2016,1.0
33855,E01000020,E02006799,2017,1.0
38714,E01000020,E02006799,2018,1.0
43576,E01000020,E02006799,2019,1.0
48433,E01000020,E02006799,2020,1.0
53295,E01000020,E02006799,2021,1.0
4656,E01000021,E02000009,2011,1.0
9531,E01000021,E02000009,2012,1.0
14396,E01000021,E02000009,2013,1.0
19263,E01000021,E02000009,2014,1.0
24129,E01000021,E02000009,2015,1.0
28989,E01000021,E02000009,2016,1.0
33848,E01000021,E02000009,2017,1.0
38707,E01000021,E02000009,2018,1.0
43569,E01000021,E02000009,2019,1.0
48426,E01000021,E02000009,2020,1.0
53288,E01000021,E02000009,2021,1.0
4657,E01000022,E02000009,2011,1.0
9534,E01000022,E02000009,2012,1.0
14398,E01000022,E02000009,2013,1.0
19265,E01000022,E02000009,2014,1.0
24131,E01000022,E02000009,2015,1.0
28991,E01000022,E02000009,2016,1.0
33850,E01000022,E02000009,2017,1.0
38709,E01000022,E02000009,2018,1.0
43571,E01000022,E02000009,2019,1.0
48428,E01000022,E02000009,2020,1.0
53290,E01000022,E02000009,2021,1.0
4667,E01000023,E02000009,2011,1.0
9532,E01000023,E02000009,2012,1.0
14387,E01000023,E02000009,2013,1.0
19253,E01000023,E02000009,2014,1.0
24119,E01000023,E02000009,2015,1.0
28979,E01000023,E02000009,2016,1.0
33838,E01000023,E02000009,2017,1.0
38697,E01000023,E02000009,2018,1.0
43559,E01000023,E02000009,2019,1.0
48416,E01000023,E02000009,2020,1.0
53278,E01000023,E02000009,2021,1.0
4678,E01000024,E02000009,2011,1.0
9551,E01000024,E02000009,2012,1.0
14414,E01000024,E02000009,2013,1.0
19281,E01000024,E02000009,2014,1.0
24147,E01000024,E02000009,2015,1.0
29007,E01000024,E02000009,2016,1.0
33867,E01000024,E02000009,2017,1.0
38726,E01000024,E02000009,2018,1.0
43588,E01000024,E02000009,2019,1.0
48445,E01000024,E02000009,2020,1.0
53307,E01000024,E02000009,2021,1.0
4666,E01000025,E02000009,2011,1.0
9543,E01000025,E02000009,2012,1.0
14407,E01000025,E02000009,2013,1.0
19274,E01000025,E02000009,2014,1.0
24140,E01000025,E02000009,2015,1.0
29000,E01000025,E02000009,2016,1.0
33859,E01000025,E02000009,2017,1.0
38718,E01000025,E02000009,2018,1.0
43580,E01000025,E02000009,2019,1.0
48437,E01000025,E02000009,2020,1.0
53299,E01000025,E02000009,2021,1.0
3030,E01000027,E02000002,2011,1.0
7902,E01000027,E02000002,2012,1.0
12766,E01000027,E02000002,2013,1.0
17632,E01000027,E02000002,2014,1.0
22497,E01000027,E02000002,2015,1.0
27357,E01000027,E02000002,2016,1.0
32216,E01000027,E02000002,2017,1.0
37076,E01000027,E02000002,2018,1.0
41938,E01000027,E02000002,2019,1.0
46795,E01000027,E02000002,2020,1.0
51657,E01000027,E02000002,2021,1.0
4658,E01000028,E02000002,2011,1.0
9535,E01000028,E02000002,2012,1.0
14399,E01000028,E02000002,2013,1.0
19266,E01000028,E02000002,2014,1.0
24132,E01000028,E02000002,2015,1.0
28992,E01000028,E02000002,2016,1.0
33851,E01000028,E02000002,2017,1.0
38710,E01000028,E02000002,2018,1.0
43572,E01000028,E02000002,2019,1.0
48429,E01000028,E02000002,2020,1.0
53291,E01000028,E02000002,2021,1.0
4652,E01000029,E02000002,2011,1.0
9527,E01000029,E02000002,2012,1.0
14392,E01000029,E02000002,2013,1.0
19258,E01000029,E02000002,2014,1.0
24124,E01000029,E02000002,2015,1.0
28984,E01000029,E02000002,2016,1.0
33843,E01000029,E02000002,2017,1.0
38702,E01000029,E02000002,2018,1.0
43564,E01000029,E02000002,2019,1.0
48421,E01000029,E02000002,2020,1.0
53283,E01000029,E02000002,2021,1.0
4644,E01000030,E02000002,2011,0.998736
9517,E01000030,E02000002,2012,0.998736
14380,E01000030,E02000002,2013,0.998736
19246,E01000030,E02000002,2014,1.0
24112,E01000030,E02000002,2015,1.0
28972,E01000030,E02000002,2016,1.0
33831,E01000030,E02000002,2017,1.0
38690,E01000030,E02000002,2018,1.0
43552,E01000030,E02000002,2019,1.0
48409,E01000030,E02000002,2020,1.0
53271,E01000030,E02000002,2021,1.0
4659,E01000031,E02000003,2011,1.0
9536,E01000031,E02000003,2012,1.0
14400,E01000031,E02000003,2013,1.0
19267,E01000031,E02000003,2014,1.0
24133,E01000031,E02000003,2015,1.0
28993,E01000031,E02000003,2016,1.0
33852,E01000031,E02000003,2017,1.0
38711,E01000031,E02000003,2018,1.0
43573,E01000031,E02000003,2019,1.0
48430,E01000031,E02000003,2020,1.0
53292,E01000031,E02000003,2021,1.0
4671,E01000032,E02000003,2011,1.0
9544,E01000032,E02000003,2012,1.0
14408,E01000032,E02000003,2013,1.0
19275,E01000032,E02000003,2014,1.0
24141,E01000032,E02000003,2015,1.0
29001,E01000032,E02000003,2016,1.0
33860,E01000032,E02000003,2017,1.0
38719,E01000032,E02000003,2018,1.0
43581,E01000032,E02000003,2019,1.0
48438,E01000032,E02000003,2020,1.0
53300,E01000032,E02000003,2021,1.0
4303,E01000033,E02000007,2011,1.0
9175,E01000033,E02000007,2012,1.0
14039,E01000033,E02000007,2013,1.0
18908,E01000033,E02000007,2014,1.0
23774,E01000033,E02000007,2015,1.0
28634,E01000033,E02000007,2016,1.0
33493,E01000033,E02000007,2017,1.0
38353,E01000033,E02000007,2018,1.0
43215,E01000033,E02000007,2019,1.0
48072,E01000033,E02000007,2020,1.0
52934,E01000033,E02000007,2021,1.0
4302,E01000034,E02000004,2011,1.0
9174,E01000034,E02000004,2012,1.0
14038,E01000034,E02000004,2013,1.0
18907,E01000034,E02000004,2014,1.0
23773,E01000034,E02000004,2015,1.0
28633,E01000034,E02000004,2016,1.0
33492,E01000034,E02000004,2017,1.0
38352,E01000034,E02000004,2018,1.0
43214,E01000034,E02000004,2019,1.0
48071,E01000034,E02000004,2020,1.0
52933,E01000034,E02000004,2021,1.0
4294,E01000035,E02000011,2011,1.0
9166,E01000035,E02000011,2012,1.0
14030,E01000035,E02000011,2013,1.0
18898,E01000035,E02000011,2014,1.0
23764,E01000035,E02000011,2015,1.0
28624,E01000035,E02000011,2016,1.0
33483,E01000035,E02000011,2017,1.0
38343,E01000035,E02000011,2018,1.0
43205,E01000035,E02000011,2019,1.0
48062,E01000035,E02000011,2020,1.0
52924,E01000035,E02000011,2021,1.0
4295,E01000036,E02000011,2011,1.0
9167,E01000036,E02000011,2012,1.0
14031,E01000036,E02000011,2013,1.0
18899,E01000036,E02000011,2014,1.0
23765,E01000036,E02000011,2015,1.0
28625,E01000036,E02000011,2016,1.0
33484,E01000036,E02000011,2017,1.0
38344,E01000036,E02000011,2018,1.0
43206,E01000036,E02000011,2019,1.0
48063,E01000036,E02000011,2020,1.0
52925,E01000036,E02000011,2021,1.0
4323,E01000037,E02000004,2011,1.0
9195,E01000037,E02000004,2012,1.0
14059,E01000037,E02000004,2013,1.0
18926,E01000037,E02000004,2014,1.0
23792,E01000037,E02000004,2015,1.0
28652,E01000037,E02000004,2016,1.0
33511,E01000037,E02000004,2017,1.0
38371,E01000037,E02000004,2018,1.0
43234,E01000037,E02000004,2019,1.0
48091,E01000037,E02000004,2020,1.0
52953,E01000037,E02000004,2021,1.0
4327,E01000038,E02000004,2011,1.0
9199,E01000038,E02000004,2012,1.0
14063,E01000038,E02000004,2013,1.0
18922,E01000038,E02000004,2014,1.0
23788,E01000038,E02000004,2015,1.0
28647,E01000038,E02000004,2016,1.0
33506,E01000038,E02000004,2017,1.0
38366,E01000038,E02000004,2018,1.0
43229,E01000038,E02000004,2019,1.0
48086,E01000038,E02000004,2020,1.0
52948,E01000038,E02000004,2021,1.0
4315,E01000039,E02000004,2011,1.0
9188,E01000039,E02000004,2012,1.0
14052,E01000039,E02000004,2013,1.0
18918,E01000039,E02000004,2014,1.0
23784,E01000039,E02000004,2015,1.0
28643,E01000039,E02000004,2016,1.0
33502,E01000039,E02000004,2017,1.0
38362,E01000039,E02000004,2018,1.0
43224,E01000039,E02000004,2019,1.0
48081,E01000039,E02000004,2020,1.0
52944,E01000039,E02000004,2021,1.0
3515,E01000040,E02000020,2011,1.0
8387,E01000040,E02000020,2012,1.0
13251,E01000040,E02000020,2013,1.0
18117,E01000040,E02000020,2014,1.0
22982,E01000040,E02000020,2015,1.0
27842,E01000040,E02000020,2016,1.0
32701,E01000040,E02000020,2017,1.0
37561,E01000040,E02000020,2018,1.0
42423,E01000040,E02000020,2019,1.0
47280,E01000040,E02000020,2020,1.0
52142,E01000040,E02000020,2021,1.0
3510,E01000041,E02000018,2011,1.0
8382,E01000041,E02000018,2012,1.0
13246,E01000041,E02000018,2013,1.0
18112,E01000041,E02000018,2014,1.0
22977,E01000041,E02000018,2015,1.0
27837,E01000041,E02000018,2016,1.0
32696,E01000041,E02000018,2017,1.0
37556,E01000041,E02000018,2018,1.0
42418,E01000041,E02000018,2019,1.0
47275,E01000041,E02000018,2020,1.0
52137,E01000041,E02000018,2021,1.0
3467,E01000042,E02000018,2011,1.0
8341,E01000042,E02000018,2012,1.0
13205,E01000042,E02000018,2013,1.0
18071,E01000042,E02000018,2014,1.0
22936,E01000042,E02000018,2015,1.0
27796,E01000042,E02000018,2016,1.0
32655,E01000042,E02000018,2017,1.0
37515,E01000042,E02000018,2018,1.0
42376,E01000042,E02000018,2019,1.0
47233,E01000042,E02000018,2020,1.0
52095,E01000042,E02000018,2021,1.0
3485,E01000043,E02000020,2011,1.0
8357,E01000043,E02000020,2012,1.0
13221,E01000043,E02000020,2013,1.0
18087,E01000043,E02000020,2014,1.0
22952,E01000043,E02000020,2015,1.0
27812,E01000043,E02000020,2016,1.0
32671,E01000043,E02000020,2017,1.0
37531,E01000043,E02000020,2018,1.0
42393,E01000043,E02000020,2019,1.0
47250,E01000043,E02000020,2020,1.0
52112,E01000043,E02000020,2021,1.0
3486,E01000044,E02000017,2011,1.0
8358,E01000044,E02000017,2012,1.0
13222,E01000044,E02000017,2013,1.0
18088,E01000044,E02000017,2014,1.0
22953,E01000044,E02000017,2015,1.0
27813,E01000044,E02000017,2016,1.0
32672,E01000044,E02000017,2017,1.0
37532,E01000044,E02000017,2018,1.0
42394,E01000044,E02000017,2019,1.0
47251,E01000044,E02000017,2020,1.0
52113,E01000044,E02000017,2021,1.0
3497,E01000045,E02000018,2011,1.0
8369,E01000045,E02000018,2012,1.0
13233,E01000045,E02000018,2013,1.0
18099,E01000045,E02000018,2014,1.0
22964,E01000045,E02000018,2015,1.0
27825,E01000045,E02000018,2016,1.0
32684,E01000045,E02000018,2017,1.0
37544,E01000045,E02000018,2018,1.0
42406,E01000045,E02000018,2019,1.0
47263,E01000045,E02000018,2020,1.0
52125,E01000045,E02000018,2021,1.0
3509,E01000046,E02000018,2011,1.0
8381,E01000046,E02000018,2012,1.0
13245,E01000046,E02000018,2013,1.0
18111,E01000046,E02000018,2014,1.0
22976,E01000046,E02000018,2015,1.0
27836,E01000046,E02000018,2016,1.0
32695,E01000046,E02000018,2017,1.0
37555,E01000046,E02000018,2018,1.0
42417,E01000046,E02000018,2019,1.0
47274,E01000046,E02000018,2020,1.0
52136,E01000046,E02000018,2021,1.0
4520,E01000048,E02000022,2011,1.0
9393,E01000048,E02000022,2012,1.0
14258,E01000048,E02000022,2013,1.0
19131,E01000048,E02000022,2014,1.0
24001,E01000048,E02000022,2015,1.0
28864,E01000048,E02000022,2016,1.0
33725,E01000048,E02000022,2017,1.0
38583,E01000048,E02000022,2018,1.0
43445,E01000048,E02000022,2019,1.0
48302,E01000048,E02000022,2020,1.0
53164,E01000048,E02000022,2021,1.0
3519,E01000049,E02000022,2011,1.0
8391,E01000049,E02000022,2012,1.0
13255,E01000049,E02000022,2013,1.0
18121,E01000049,E02000022,2014,1.0
22986,E01000049,E02000022,2015,1.0
27846,E01000049,E02000022,2016,1.0
32705,E01000049,E02000022,2017,1.0
37565,E01000049,E02000022,2018,1.0
42427,E01000049,E02000022,2019,1.0
47284,E01000049,E02000022,2020,1.0
52146,E01000049,E02000022,2021,1.0
4479,E01000050,E02000020,2011,1.0
9352,E01000050,E02000020,2012,1.0
14221,E01000050,E02000020,2013,1.0
19099,E01000050,E02000020,2014,1.0
23969,E01000050,E02000020,2015,1.0
28829,E01000050,E02000020,2016,1.0
33688,E01000050,E02000020,2017,1.0
38546,E01000050,E02000020,2018,1.0
43408,E01000050,E02000020,2019,1.0
48265,E01000050,E02000020,2020,1.0
53128,E01000050,E02000020,2021,1.0
4523,E01000051,E02000022,2011,1.0
9396,E01000051,E02000022,2012,1.0
14260,E01000051,E02000022,2013,1.0
19133,E01000051,E02000022,2014,1.0
24003,E01000051,E02000022,2015,1.0
28866,E01000051,E02000022,2016,1.0
33727,E01000051,E02000022,2017,1.0
38585,E01000051,E02000022,2018,1.0
43447,E01000051,E02000022,2019,1.0
48304,E01000051,E02000022,2020,1.0
53166,E01000051,E02000022,2021,1.0
3490,E01000052,E02000020,2011,1.0
8362,E01000052,E02000020,2012,1.0
13226,E01000052,E02000020,2013,1.0
18092,E01000052,E02000020,2014,1.0
22957,E01000052,E02000020,2015,1.0
27817,E01000052,E02000020,2016,1.0
32676,E01000052,E02000020,2017,1.0
37536,E01000052,E02000020,2018,1.0
42398,E01000052,E02000020,2019,1.0
47255,E01000052,E02000020,2020,1.0
52117,E01000052,E02000020,2021,1.0
3482,E01000053,E02000021,2011,1.0
8354,E01000053,E02000021,2012,1.0
13218,E01000053,E02000021,2013,1.0
18084,E01000053,E02000021,2014,1.0
22949,E01000053,E02000021,2015,1.0
27809,E01000053,E02000021,2016,1.0
32668,E01000053,E02000021,2017,1.0
37528,E01000053,E02000021,2018,1.0
42390,E01000053,E02000021,2019,1.0
47247,E01000053,E02000021,2020,1.0
52109,E01000053,E02000021,2021,1.0
3491,E01000054,E02000019,2011,1.0
8363,E01000054,E02000019,2012,1.0
13227,E01000054,E02000019,2013,1.0
18093,E01000054,E02000019,2014,1.0
22958,E01000054,E02000019,2015,1.0
27818,E01000054,E02000019,2016,1.0
32677,E01000054,E02000019,2017,1.0
37537,E01000054,E02000019,2018,1.0
42399,E01000054,E02000019,2019,1.0
47256,E01000054,E02000019,2020,1.0
52118,E01000054,E02000019,2021,1.0
3495,E01000055,E02000019,2011,1.0
8367,E01000055,E02000019,2012,1.0
13231,E01000055,E02000019,2013,1.0
18097,E01000055,E02000019,2014,1.0
22962,E01000055,E02000019,2015,1.0
27823,E01000055,E02000019,2016,1.0
32682,E01000055,E02000019,2017,1.0
37542,E01000055,E02000019,2018,1.0
42404,E01000055,E02000019,2019,1.0
47261,E01000055,E02000019,2020,1.0
52123,E01000055,E02000019,2021,1.0
3505,E01000056,E02000019,2011,1.0
8377,E01000056,E02000019,2012,1.0
13241,E01000056,E02000019,2013,1.0
18107,E01000056,E02000019,2014,1.0
22972,E01000056,E02000019,2015,1.0
27832,E01000056,E02000019,2016,1.0
32691,E01000056,E02000019,2017,1.0
37551,E01000056,E02000019,2018,1.0
42413,E01000056,E02000019,2019,1.0
47270,E01000056,E02000019,2020,1.0
52132,E01000056,E02000019,2021,1.0
3493,E01000057,E02000013,2011,1.0
8365,E01000057,E02000013,2012,1.0
13229,E01000057,E02000013,2013,1.0
18095,E01000057,E02000013,2014,1.0
22960,E01000057,E02000013,2015,1.0
27820,E01000057,E02000013,2016,1.0
32679,E01000057,E02000013,2017,1.0
37539,E01000057,E02000013,2018,1.0
42401,E01000057,E02000013,2019,1.0
47258,E01000057,E02000013,2020,1.0
52120,E01000057,E02000013,2021,1.0
3487,E01000058,E02000019,2011,1.0
8359,E01000058,E02000019,2012,1.0
13223,E01000058,E02000019,2013,1.0
18089,E01000058,E02000019,2014,1.0
22954,E01000058,E02000019,2015,1.0
27814,E01000058,E02000019,2016,1.0
32673,E01000058,E02000019,2017,1.0
37533,E01000058,E02000019,2018,1.0
42395,E01000058,E02000019,2019,1.0
47252,E01000058,E02000019,2020,1.0
52114,E01000058,E02000019,2021,1.0
3492,E01000059,E02000014,2011,1.0
8364,E01000059,E02000014,2012,1.0
13228,E01000059,E02000014,2013,1.0
18094,E01000059,E02000014,2014,1.0
22959,E01000059,E02000014,2015,1.0
27819,E01000059,E02000014,2016,1.0
32678,E01000059,E02000014,2017,1.0
37538,E01000059,E02000014,2018,1.0
42400,E01000059,E02000014,2019,1.0
47257,E01000059,E02000014,2020,1.0
52119,E01000059,E02000014,2021,1.0
4665,E01000060,E02000007,2011,1.0
9542,E01000060,E02000007,2012,1.0
14406,E01000060,E02000007,2013,1.0
19273,E01000060,E02000007,2014,1.0
24139,E01000060,E02000007,2015,1.0
28999,E01000060,E02000007,2016,1.0
33858,E01000060,E02000007,2017,1.0
38717,E01000060,E02000007,2018,1.0
43579,E01000060,E02000007,2019,1.0
48436,E01000060,E02000007,2020,1.0
53298,E01000060,E02000007,2021,1.0
4682,E01000061,E02000007,2011,1.0
9555,E01000061,E02000007,2012,1.0
14418,E01000061,E02000007,2013,1.0
19283,E01000061,E02000007,2014,1.0
24149,E01000061,E02000007,2015,1.0
29009,E01000061,E02000007,2016,1.0
33869,E01000061,E02000007,2017,1.0
38728,E01000061,E02000007,2018,1.0
43590,E01000061,E02000007,2019,1.0
48447,E01000061,E02000007,2020,1.0
53309,E01000061,E02000007,2021,1.0
4647,E01000062,E02000007,2011,1.0
9520,E01000062,E02000007,2012,1.0
14383,E01000062,E02000007,2013,1.0
19249,E01000062,E02000007,2014,1.0
24115,E01000062,E02000007,2015,1.0
28975,E01000062,E02000007,2016,1.0
33834,E01000062,E02000007,2017,1.0
38693,E01000062,E02000007,2018,1.0
43555,E01000062,E02000007,2019,1.0
48412,E01000062,E02000007,2020,1.0
53274,E01000062,E02000007,2021,1.0
4683,E01000063,E02000005,2011,1.0
9556,E01000063,E02000005,2012,1.0
14420,E01000063,E02000005,2013,1.0
19285,E01000063,E02000005,2014,1.0
24151,E01000063,E02000005,2015,1.0
29011,E01000063,E02000005,2016,1.0
33870,E01000063,E02000005,2017,1.0
38729,E01000063,E02000005,2018,1.0
43591,E01000063,E02000005,2019,1.0
48448,E01000063,E02000005,2020,1.0
53310,E01000063,E02000005,2021,1.0
4672,E01000064,E02000007,2011,1.0
9545,E01000064,E02000007,2012,1.0
14409,E01000064,E02000007,2013,1.0
19276,E01000064,E02000007,2014,1.0
24142,E01000064,E02000007,2015,1.0
29002,E01000064,E02000007,2016,1.0
33861,E01000064,E02000007,2017,1.0
38720,E01000064,E02000007,2018,1.0
43582,E01000064,E02000007,2019,1.0
48439,E01000064,E02000007,2020,1.0
53301,E01000064,E02000007,2021,1.0
4646,E01000065,E02000008,2011,1.0
9519,E01000065,E02000008,2012,1.0
14382,E01000065,E02000008,2013,1.0
19248,E01000065,E02000008,2014,1.0
24114,E01000065,E02000008,2015,1.0
28974,E01000065,E02000008,2016,1.0
33833,E01000065,E02000008,2017,1.0
38692,E01000065,E02000008,2018,1.0
43554,E01000065,E02000008,2019,1.0
48411,E01000065,E02000008,2020,1.0
53273,E01000065,E02000008,2021,1.0
3522,E01000066,E02000012,2011,1.0
8394,E01000066,E02000012,2012,1.0
13258,E01000066,E02000012,2013,1.0
18124,E01000066,E02000012,2014,1.0
22989,E01000066,E02000012,2015,1.0
27849,E01000066,E02000012,2016,1.0
32708,E01000066,E02000012,2017,1.0
37568,E01000066,E02000012,2018,1.0
42430,E01000066,E02000012,2019,1.0
47287,E01000066,E02000012,2020,1.0
52149,E01000066,E02000012,2021,1.0
3520,E01000067,E02000012,2011,1.0
8392,E01000067,E02000012,2012,1.0
13256,E01000067,E02000012,2013,1.0
18122,E01000067,E02000012,2014,1.0
22987,E01000067,E02000012,2015,1.0
